Default Order,OfficerName,AbilityType,OfficerSynergy,AbilityModifier,AbilityConditions,AbilityTrigger,AbilityTarget,AbilityOperation,AbilityAttributes,AbilityDescription,AbilityDescriptionShort,AbilityChances,AbilityValues,AbilityHasChance,AbilityShowPercentage,Tag_PvPinSpace,Tag_PvPinSpace_Reason,Tag_PvPStation,Tag_PvPStation_Reason,Tag_NonArmadaHostiles,Tag_NonArmadaHostiles_Reason,Tag_WaveDefense,Tag_WaveDefense_Reason,Tag_MissionBosses,Tag_MissionBosses_Reason,Tag_QTrial,Tag_QTrial_Reason,Tag_SoloArmadas,Tag_SoloArmadas_Reason,Tag_GroupArmadas,Tag_GroupArmadas_Reason,Tag_Assaults,Tag_Assaults_Reason,Tag_InvadingEntities,Tag_InvadingEntities_Reason,Tag_OutpostArmadas,Tag_OutpostArmadas_Reason,Tag_OutpostRetaliators,Tag_OutpostRetaliators_Reason,Tag_Loot,Tag_Loot_Reason,Tag_Utility,Tag_Utility_Reason,AbilityID,OfficerId,OfficerArt,OfficerRarity,Requires_StateSelf,Requires_StateTarget,Conditional_Reason,AbilityChance_1,AbilityChance_2,AbilityChance_3,AbilityChance_4,AbilityChance_5,AbilityValue_1,AbilityValue_2,AbilityValue_3,AbilityValue_4,AbilityValue_5,Column 1,Column 2
500,SPECIALIST SEVEN,CM,BATTLESHIP RETALIATION SQUAD,ShotsPerAttack,"EnemyPlayer, TargetHasHullBreach, EnemyBattleship",RoundStart,SelfShip,MultiplyAdd,num_rounds=4,"On round start against player Battleships with Hull Breach, Specialist Seven increases your shots by X each round for 4 rounds (Cumulative)","On round start against player Battleships with Hull Breach, increases your shots by X each round for 4 rounds (Cumulative).","1.0, 1.0, 1.0","0.6, 0.1, 0.3",FALSE,TRUE,✴️,"TargetHasHullBreach, EnemyBattleship",✴️,"TargetHasHullBreach, EnemyBattleship",➖,"EnemyPlayer, TargetHasHullBreach, EnemyBattleship",➖,"EnemyPlayer, TargetHasHullBreach, EnemyBattleship",➖,"EnemyPlayer, TargetHasHullBreach, EnemyBattleship",➖,"EnemyPlayer, TargetHasHullBreach, EnemyBattleship",➖,"EnemyPlayer, TargetHasHullBreach, EnemyBattleship",➖,"EnemyPlayer, TargetHasHullBreach, EnemyBattleship",➖,"EnemyPlayer, TargetHasHullBreach, EnemyBattleship",➖,"EnemyPlayer, TargetHasHullBreach, EnemyBattleship",➖,"EnemyPlayer, TargetHasHullBreach, EnemyBattleship",➖,"EnemyPlayer, TargetHasHullBreach, EnemyBattleship",➖,ShotsPerAttack,➖,ShotsPerAttack,1848008929,2778731701,296,Epic,,Hull Breach,"TargetHasHullBreach, EnemyBattleship",1,1,1,,,0.6,0.1,0.3,,,,
501,SPECIALIST SEVEN,OA,BATTLESHIP RETALIATION SQUAD,AddState,EnemyPlayer,RoundStart,EnemyShip,MultiplyAdd,"num_rounds=2, state=4","On round start against players, Specialist Seven has X (X at rank X) chance to apply Hull Breach to your target for 2 rounds.","On round start against players, has X chance to apply Hull Breach to your target for 2 rounds.","0.6, 0.7, 0.8, 0.9, 1.0","1.0, 1.0, 1.0, 1.0, 1.0",TRUE,TRUE,✅,,✅,,➖,EnemyPlayer,➖,EnemyPlayer,➖,EnemyPlayer,➖,EnemyPlayer,➖,EnemyPlayer,➖,EnemyPlayer,➖,EnemyPlayer,➖,EnemyPlayer,➖,EnemyPlayer,➖,EnemyPlayer,➖,AddState,➖,AddState,4031461692,2778731701,296,Epic,,,,0.6,0.7,0.8,0.9,1,1,1,1,1,1,,
502,ICHEB,OA,BATTLESHIP RETALIATION SQUAD,ApexBarrier,"EnemyPlayer, TargetHasHullBreach, SelfOfficerTalNotOnBridge",EnemyTakesHit,SelfShip,Add,num_rounds=4,"Against players with Hull Breach, Icheb increases your Apex Barrier by X (X at rank X) for 4 rounds each time you score a hit (Once per weapon)(Cumulative). -- This ability does not trigger when Tal is assigned to the bridge of your ship.","Against players with Hull Breach, increases your Apex Barrier by X for 4 rounds each time you score a hit (Cumulative).","1.0, 1.0, 1.0, 1.0, 1.0","5500.0, 6500.0, 8000.0, 10000.0, 12500.0",FALSE,FALSE,✴️,"TargetHasHullBreach, SelfOfficerTalNotOnBridge",✴️,"TargetHasHullBreach, SelfOfficerTalNotOnBridge",➖,"EnemyPlayer, TargetHasHullBreach, SelfOfficerTalNotOnBridge",➖,"EnemyPlayer, TargetHasHullBreach, SelfOfficerTalNotOnBridge",➖,"EnemyPlayer, TargetHasHullBreach, SelfOfficerTalNotOnBridge",➖,"EnemyPlayer, TargetHasHullBreach, SelfOfficerTalNotOnBridge",➖,"EnemyPlayer, TargetHasHullBreach, SelfOfficerTalNotOnBridge",➖,"EnemyPlayer, TargetHasHullBreach, SelfOfficerTalNotOnBridge",➖,"EnemyPlayer, TargetHasHullBreach, SelfOfficerTalNotOnBridge",➖,"EnemyPlayer, TargetHasHullBreach, SelfOfficerTalNotOnBridge",➖,"EnemyPlayer, TargetHasHullBreach, SelfOfficerTalNotOnBridge",➖,"EnemyPlayer, TargetHasHullBreach, SelfOfficerTalNotOnBridge",➖,ApexBarrier,➖,ApexBarrier,1870364263,2864895220,297,Rare,,Hull Breach,"TargetHasHullBreach, SelfOfficerTalNotOnBridge",1,1,1,1,1,5500,6500,8000,10000,12500,,
503,ICHEB,BDA,BATTLESHIP RETALIATION SQUAD,IsolyticDamage,"EnemyPlayer, SelfStateNone",RoundStart,SelfShip,MultiplyAdd,num_rounds=3,"On round start against players, if on a ship with no State applied Icheb increases your Isolytic Cascade damage by X (X at rank X) for 3 rounds (Cumulative). -- Isolytic Cascade multiplies your total damage, including Isolytic Damage, and all research and other bonuses.","On round start against players, if on a ship with no State applied increases your Isolytic Cascade damage by X for 3 rounds (Cumulative).","1.0, 1.0, 1.0, 1.0, 1.0","0.7, 0.8, 0.95, 1.15, 1.4",FALSE,TRUE,✴️,SelfStateNone,✴️,SelfStateNone,➖,"EnemyPlayer, SelfStateNone",➖,"EnemyPlayer, SelfStateNone",➖,"EnemyPlayer, SelfStateNone",➖,"EnemyPlayer, SelfStateNone",➖,"EnemyPlayer, SelfStateNone",➖,"EnemyPlayer, SelfStateNone",➖,"EnemyPlayer, SelfStateNone",➖,"EnemyPlayer, SelfStateNone",➖,"EnemyPlayer, SelfStateNone",➖,"EnemyPlayer, SelfStateNone",➖,IsolyticDamage,➖,IsolyticDamage,2348699497,2864895220,297,Rare,No State,,SelfStateNone,1,1,1,1,1,0.7,0.8,0.95,1.15,1.4,,
504,INFILTRATOR TUVOK,OA,BATTLESHIP RETALIATION SQUAD,IsolyticDamage,"EnemyPlayer, TargetHasHullBreach",EnemyTakesHit,SelfShip,MultiplyAdd,num_rounds=3,"Against players with Hull Breach, Infiltrator Tuvok increases your Isolytic Cascade damage by X (X at rank X) for 3 rounds each time you score a hit (Once per weapon)(Cumulative). -- Isolytic Cascade multiplies your total damage, including Isolytic Damage, and all research and other bonuses.","Against players with Hull Breach, increases your Isolytic Cascade damage by X for 3 rounds each time you score a hit (Cumulative).","1.0, 1.0, 1.0, 1.0, 1.0","0.28, 0.34, 0.42, 0.52, 0.65",FALSE,TRUE,✴️,TargetHasHullBreach,✴️,TargetHasHullBreach,➖,"EnemyPlayer, TargetHasHullBreach",➖,"EnemyPlayer, TargetHasHullBreach",➖,"EnemyPlayer, TargetHasHullBreach",➖,"EnemyPlayer, TargetHasHullBreach",➖,"EnemyPlayer, TargetHasHullBreach",➖,"EnemyPlayer, TargetHasHullBreach",➖,"EnemyPlayer, TargetHasHullBreach",➖,"EnemyPlayer, TargetHasHullBreach",➖,"EnemyPlayer, TargetHasHullBreach",➖,"EnemyPlayer, TargetHasHullBreach",➖,IsolyticDamage,➖,IsolyticDamage,4042455437,3592998124,298,Rare,,Hull Breach,TargetHasHullBreach,1,1,1,1,1,0.28,0.34,0.42,0.52,0.65,,
505,INFILTRATOR TUVOK,BDA,BATTLESHIP RETALIATION SQUAD,ApexBarrier,"EnemyPlayer, SelfStateNone, SelfOfficerTalNotOnBridge",RoundStart,SelfShip,Add,num_rounds=3,"On round start against players, if on a ship with no State applied Infiltrator Tuvok increases your Apex Barrier by X (X at rank X) for 3 rounds (Cumulative). -- This ability does not trigger when Tal is assigned to the bridge of your ship.","On round start against players, if on a ship with no State applied increases your Apex Barrier by X for 3 rounds (Cumulative).","1.0, 1.0, 1.0, 1.0, 1.0","12000.0, 14500.0, 17500.0, 21000.0, 25000.0",FALSE,FALSE,✴️,"SelfStateNone, SelfOfficerTalNotOnBridge",✴️,"SelfStateNone, SelfOfficerTalNotOnBridge",➖,"EnemyPlayer, SelfStateNone, SelfOfficerTalNotOnBridge",➖,"EnemyPlayer, SelfStateNone, SelfOfficerTalNotOnBridge",➖,"EnemyPlayer, SelfStateNone, SelfOfficerTalNotOnBridge",➖,"EnemyPlayer, SelfStateNone, SelfOfficerTalNotOnBridge",➖,"EnemyPlayer, SelfStateNone, SelfOfficerTalNotOnBridge",➖,"EnemyPlayer, SelfStateNone, SelfOfficerTalNotOnBridge",➖,"EnemyPlayer, SelfStateNone, SelfOfficerTalNotOnBridge",➖,"EnemyPlayer, SelfStateNone, SelfOfficerTalNotOnBridge",➖,"EnemyPlayer, SelfStateNone, SelfOfficerTalNotOnBridge",➖,"EnemyPlayer, SelfStateNone, SelfOfficerTalNotOnBridge",➖,ApexBarrier,➖,ApexBarrier,234626269,3592998124,298,Rare,No State,,"SelfStateNone, SelfOfficerTalNotOnBridge",1,1,1,1,1,12000,14500,17500,21000,25000,,
506,ANNORAX,CM,VOYAGER 30TH ANNIVERSARY,PveChestLootMultiplierLimitedResources,,ShipLaunched,SelfShip,MultiplyAdd,,"Increases select rewards from hostile chests (G3-G6 Parts & Refined Materials, FKR Messages & Credits, Hirogen Relics, Mycellium, Exotic Biotoxins, Xindi Scraps & Bounties, Trellium, Fatu-Kray Scraps) by X of base.",Increases the rewards gained from Hostile Chests by X of base.,"1.0, 1.0, 1.0","0.3, 0.05, 0.1",FALSE,TRUE,➖,PveChestLootMultiplierLimitedResources,➖,PveChestLootMultiplierLimitedResources,✴️,see description,➖,PveChestLootMultiplierLimitedResources,➖,PveChestLootMultiplierLimitedResources,➖,PveChestLootMultiplierLimitedResources,➖,PveChestLootMultiplierLimitedResources,➖,PveChestLootMultiplierLimitedResources,➖,PveChestLootMultiplierLimitedResources,➖,PveChestLootMultiplierLimitedResources,➖,PveChestLootMultiplierLimitedResources,➖,PveChestLootMultiplierLimitedResources,✅,,➖,PveChestLootMultiplierLimitedResources,2565476998,1511887954,299,Epic,,,PveChestLootMultiplierLimitedResources,1,1,1,,,0.3,0.05,0.1,,,,
507,ANNORAX,OA,VOYAGER 30TH ANNIVERSARY,ApexBarrier,"EnemyHostile, TargetNotArmada, SelfOfficerTalNotOnBridge",HitTaken,SelfShip,Add,num_rounds=2,Increases Apex Barrier by X (X at rank X) for 2 rounds when hit by a hostile (Once per weapon)(Cumulative). -- This ability does not trigger when Tal is assigned to the bridge of your ship.,Increases Apex Barrier by X  for 2 rounds when hit by a hostile.,"1.0, 1.0, 1.0, 1.0, 1.0","2000.0, 2300.0, 2600.0, 2900.0, 3200.0",FALSE,FALSE,➖,"EnemyHostile, SelfOfficerTalNotOnBridge",➖,"EnemyHostile, SelfOfficerTalNotOnBridge",✴️,SelfOfficerTalNotOnBridge,✴️,SelfOfficerTalNotOnBridge,➖,"EnemyHostile, SelfOfficerTalNotOnBridge",✴️,SelfOfficerTalNotOnBridge,➖,TargetNotArmada,➖,TargetNotArmada,➖,"EnemyHostile, SelfOfficerTalNotOnBridge",➖,TargetNotArmada,➖,"EnemyHostile, SelfOfficerTalNotOnBridge",➖,"EnemyHostile, SelfOfficerTalNotOnBridge",➖,ApexBarrier,➖,ApexBarrier,2281926825,1511887954,299,Epic,,,SelfOfficerTalNotOnBridge,1,1,1,1,1,2000,2300,2600,2900,3200,,
508,SESKA,OA,VOYAGER 30TH ANNIVERSARY,ShieldHPRepair,"EnemyHostile, TargetNotArmada",RoundStart,SelfShip,MultiplyAdd,,Restores the Shield Health of your ship every round by X (X at rank X) when fighting hostiles.,Restores the Shield Health of your ship every round by X when fighting hostiles.,"1.0, 1.0, 1.0, 1.0, 1.0","0.12, 0.16, 0.2, 0.25, 0.3",FALSE,TRUE,➖,EnemyHostile,➖,EnemyHostile,✅,,✅,,➖,EnemyHostile,✅,,➖,TargetNotArmada,➖,TargetNotArmada,➖,EnemyHostile,➖,TargetNotArmada,➖,EnemyHostile,➖,EnemyHostile,➖,ShieldHPRepair,➖,ShieldHPRepair,3196098481,2458983580,300,Epic,,,,1,1,1,1,1,0.12,0.16,0.2,0.25,0.3,,
509,SESKA,BDA,VOYAGER 30TH ANNIVERSARY,CritDamage,"EnemyHostile, TargetNotArmada",EnemyTakesHit,SelfShip,Add,num_rounds=4,Increases Critical Hit Damage by X (X at rank X) for 4 rounds each time you score a hit (Once per weapon) when fighting hostiles.,Increases Critical Hit Damage by X for 4 rounds each time you score a hit when fighting hostiles.,"1.0, 1.0, 1.0, 1.0, 1.0","0.12, 0.16, 0.22, 0.3, 0.4",FALSE,TRUE,➖,EnemyHostile,➖,EnemyHostile,✅,,✅,,➖,EnemyHostile,✅,,➖,TargetNotArmada,➖,TargetNotArmada,➖,EnemyHostile,➖,TargetNotArmada,➖,EnemyHostile,➖,EnemyHostile,➖,CritDamage,➖,CritDamage,2435779542,2458983580,300,Epic,,,,1,1,1,1,1,0.12,0.16,0.22,0.3,0.4,,
510,SUDER,OA,VOYAGER 30TH ANNIVERSARY,HullRepair,"EnemyHostile, TargetNotArmada",RoundEnd,SelfShip,MultiplyAdd,,Repairs X (X at rank X) of hull damage taken in the previous round of combat when fighting hostiles.,At the end of each round repair X of hull damage taken during it when fighting hostiles.,"1.0, 1.0, 1.0, 1.0, 1.0","0.12, 0.15, 0.18, 0.21, 0.24",FALSE,TRUE,➖,EnemyHostile,➖,EnemyHostile,✅,,✅,,➖,EnemyHostile,✅,,➖,TargetNotArmada,➖,TargetNotArmada,➖,EnemyHostile,➖,TargetNotArmada,➖,EnemyHostile,➖,EnemyHostile,➖,HullRepair,➖,HullRepair,2041170794,2173095604,301,Rare,,,,1,1,1,1,1,0.12,0.15,0.18,0.21,0.24,,
511,SUDER,BDA,VOYAGER 30TH ANNIVERSARY,CritDamage,"EnemyHostile, TargetNotArmada",CombatStart,SelfShip,Add,num_rounds=5,At the start of combat increases Critical Hit Damage by X (X at rank X) for 5 rounds when fighting hostiles.,Increases Critical Hit Damage by X for 5 rounds when fighting hostiles.,"1.0, 1.0, 1.0, 1.0, 1.0","0.3, 0.45, 0.65, 0.9, 1.2",FALSE,TRUE,➖,EnemyHostile,➖,EnemyHostile,✅,,✅,,➖,EnemyHostile,✅,,➖,TargetNotArmada,➖,TargetNotArmada,➖,EnemyHostile,➖,TargetNotArmada,➖,EnemyHostile,➖,EnemyHostile,➖,CritDamage,➖,CritDamage,4145846912,2173095604,301,Rare,,,,1,1,1,1,1,0.3,0.45,0.65,0.9,1.2,,
512,S31 GEORGIOU,OA,STRANGE NEW WORLDS,ApexShred,"EnemyHostile, TargetNotArmada",CombatStart,EnemyShip,Add,,Increases Apex Shred  against non-Armada hostiles by X (X at rank X). -- Apex Barrier remaining after Apex Shred is equal to: -- Apex Barrier / (100% + Apex Shred) -- 100% Apex Shred reduces Apex Barrier by 50%.,Increases Apex Shred against non-Armada hostiles by X.,"1.0, 1.0, 1.0, 1.0, 1.0","0.5, 0.55, 0.7, 1.0, 1.5",FALSE,TRUE,➖,EnemyHostile,➖,EnemyHostile,✅,,✅,,➖,EnemyHostile,✅,,➖,TargetNotArmada,➖,TargetNotArmada,➖,EnemyHostile,➖,TargetNotArmada,➖,EnemyHostile,➖,EnemyHostile,➖,ApexShred,➖,ApexShred,322892959,2923667463,302,Epic,,,,1,1,1,1,1,0.5,0.55,0.7,1,1.5,,
513,S31 GEORGIOU,BDA,STRANGE NEW WORLDS,ApexShred,EnemyPlayer,CombatStart,EnemyShip,Add,,Increases Apex Shred against players by X (X at rank X). -- Apex Barrier remaining after Apex Shred is equal to: -- Apex Barrier / (100% + Apex Shred) -- 100% Apex Shred reduces Apex Barrier by 50%.,Increase Apex Shred against players by X.,"1.0, 1.0, 1.0, 1.0, 1.0","0.25, 0.35, 0.5, 0.7, 1.0",FALSE,TRUE,✅,,✅,,➖,EnemyPlayer,➖,EnemyPlayer,➖,EnemyPlayer,➖,EnemyPlayer,➖,EnemyPlayer,➖,EnemyPlayer,➖,EnemyPlayer,➖,EnemyPlayer,➖,EnemyPlayer,➖,EnemyPlayer,➖,ApexShred,➖,ApexShred,1924653048,2923667463,302,Epic,,,,1,1,1,1,1,0.25,0.35,0.5,0.7,1,,
514,RACHEL GARRETT,OA,ENTERPRISE-E,HostileLoot,,ShipLaunched,SelfShip,MultiplyAdd,,Increases base Loot gained from non-Armada hostiles by X (X at rank X).,Increases base Loot gained from non-Armada hostiles by X.,"1.0, 1.0, 1.0, 1.0, 1.0","0.3, 0.5, 0.8, 1.2, 2.0",FALSE,TRUE,➖,HostileLoot,➖,HostileLoot,✅,,➖,HostileLoot,➖,HostileLoot,➖,HostileLoot,➖,HostileLoot,➖,HostileLoot,➖,HostileLoot,➖,HostileLoot,➖,HostileLoot,➖,HostileLoot,✅,,➖,HostileLoot,1386103827,1409510538,303,Rare,,,,1,1,1,1,1,0.3,0.5,0.8,1.2,2,,
515,RACHEL GARRETT,BDA,ENTERPRISE-E,ApexBarrier,"EnemyHostile, TargetNotArmada, SelfOfficerTalNotOnBridge, EnemyBattleship",CombatStart,SelfShip,Add,,Increases Apex Barrier against Battleship hostiles by X (X at rank X). -- This ability does not trigger when Tal is assigned to the bridge of your ship.,Increases Apex Barrier against Battleship hostiles by X.,"1.0, 1.0, 1.0, 1.0, 1.0","1000.0, 1200.0, 1500.0, 2000.0, 3000.0",FALSE,FALSE,➖,"EnemyHostile, SelfOfficerTalNotOnBridge, EnemyBattleship",➖,"EnemyHostile, SelfOfficerTalNotOnBridge, EnemyBattleship",✴️,"SelfOfficerTalNotOnBridge, EnemyBattleship",✴️,"SelfOfficerTalNotOnBridge, EnemyBattleship",➖,"EnemyHostile, SelfOfficerTalNotOnBridge, EnemyBattleship",✴️,"SelfOfficerTalNotOnBridge, EnemyBattleship",➖,TargetNotArmada,➖,TargetNotArmada,➖,"EnemyHostile, SelfOfficerTalNotOnBridge, EnemyBattleship",➖,TargetNotArmada,➖,"EnemyHostile, SelfOfficerTalNotOnBridge, EnemyBattleship",➖,"EnemyHostile, SelfOfficerTalNotOnBridge, EnemyBattleship",➖,ApexBarrier,➖,ApexBarrier,146541033,1409510538,303,Rare,,,"SelfOfficerTalNotOnBridge, EnemyBattleship",1,1,1,1,1,1000,1200,1500,2000,3000,,
516,ZEPH,OA,SECTION 31,AddRandomState,EnemyHostile,RoundStart,EnemyShip,MultiplyAdd,"multi_state=[8, 4, 2], num_rounds=3","On round start against hostiles, Zeph has a X chance to apply a random State to the enemy for 3 rounds. -- Random States: Morale, Burning, Hull Breach","On round start against hostiles, Zeph has a X chance to apply a random State to the enemy for 3 rounds.","0.4, 0.45, 0.55, 0.75, 1.0","1.0, 1.0, 1.0, 1.0, 1.0",TRUE,TRUE,➖,EnemyHostile,➖,EnemyHostile,✅,,✅,,➖,EnemyHostile,✅,,✅,,✅,,➖,EnemyHostile,✅,,➖,EnemyHostile,➖,EnemyHostile,➖,AddRandomState,➖,AddRandomState,3682632277,3594463469,304,Rare,,,,0.4,0.45,0.55,0.75,1,1,1,1,1,1,,
517,ZEPH,BDA,SECTION 31,ApexBarrier,"EnemyHostile, TargetNotArmada, EnemyInterceptor, SelfOfficerTalNotOnBridge",CombatStart,SelfShip,Add,,Increases Apex Barrier against Interceptor hostiles by X (X at rank X). -- This ability does not trigger when Tal is assigned to the bridge of your ship.,Increases Apex Barrier against Interceptor hostiles by X.,"1.0, 1.0, 1.0, 1.0, 1.0","1000.0, 1200.0, 1500.0, 2000.0, 3000.0",FALSE,FALSE,➖,"EnemyHostile, EnemyInterceptor, SelfOfficerTalNotOnBridge",➖,"EnemyHostile, EnemyInterceptor, SelfOfficerTalNotOnBridge",✴️,"EnemyInterceptor, SelfOfficerTalNotOnBridge",✴️,"EnemyInterceptor, SelfOfficerTalNotOnBridge",➖,"EnemyHostile, EnemyInterceptor, SelfOfficerTalNotOnBridge",✴️,"EnemyInterceptor, SelfOfficerTalNotOnBridge",➖,TargetNotArmada,➖,TargetNotArmada,➖,"EnemyHostile, EnemyInterceptor, SelfOfficerTalNotOnBridge",➖,TargetNotArmada,➖,"EnemyHostile, EnemyInterceptor, SelfOfficerTalNotOnBridge",➖,"EnemyHostile, EnemyInterceptor, SelfOfficerTalNotOnBridge",➖,ApexBarrier,➖,ApexBarrier,688153966,3594463469,304,Rare,,,"EnemyInterceptor, SelfOfficerTalNotOnBridge",1,1,1,1,1,1000,1200,1500,2000,3000,,
518,QUASI,OA,MIRROR UNIVERSE,ApexShred,EnemyPlayer,CombatStart,EnemyShip,Add,,Increases Apex Shred against players by X (X at rank X). -- Apex Barrier remaining after Apex Shred is equal to: -- Apex Barrier / (100% + Apex Shred) -- 100% Apex Shred reduces Apex Barrier by 50%.,Increases Apex Shred against players by X.,"1.0, 1.0, 1.0, 1.0, 1.0","0.5, 0.6, 0.8, 1.1, 1.5",FALSE,TRUE,✅,,✅,,➖,EnemyPlayer,➖,EnemyPlayer,➖,EnemyPlayer,➖,EnemyPlayer,➖,EnemyPlayer,➖,EnemyPlayer,➖,EnemyPlayer,➖,EnemyPlayer,➖,EnemyPlayer,➖,EnemyPlayer,➖,ApexShred,➖,ApexShred,2437470376,3814065186,305,Epic,,,,1,1,1,1,1,0.5,0.6,0.8,1.1,1.5,,
519,QUASI,BDA,MIRROR UNIVERSE,ApexShred,"EnemyHostile, TargetNotArmada",CombatStart,EnemyShip,Add,,Increases Apex Shred against non-Armada hostiles by X (X at rank X). -- Apex Barrier remaining after Apex Shred is equal to: -- Apex Barrier / (100% + Apex Shred) -- 100% Apex Shred reduces Apex Barrier by 50%.,Increases Apex Shred against non-Armada hostiles by +X.,"1.0, 1.0, 1.0, 1.0, 1.0","0.25, 0.3, 0.4, 0.55, 0.75",FALSE,TRUE,➖,EnemyHostile,➖,EnemyHostile,✅,,✅,,➖,EnemyHostile,✅,,➖,TargetNotArmada,➖,TargetNotArmada,➖,EnemyHostile,➖,TargetNotArmada,➖,EnemyHostile,➖,EnemyHostile,➖,ApexShred,➖,ApexShred,16163305,3814065186,305,Epic,,,,1,1,1,1,1,0.25,0.3,0.4,0.55,0.75,,
520,ALOK SAHAR,OA,SECTION 31,ApexShred,"SelfHullJunker, EnemyPlayer",CombatStart,EnemyShip,Add,,Increases Apex Shred against players by X (X at rank X) when assigned to the GS-31. -- Apex Barrier remaining after Apex Shred is equal to: -- Apex Barrier / (100% + Apex Shred). -- 100% Apex Shred reduces Apex Barrier by 50%.,Increases Apex Shred against players by X when assigned to the GS-31.,"1.0, 1.0, 1.0, 1.0, 1.0","0.15, 0.25, 0.35, 0.5, 0.7",FALSE,TRUE,✴️,SelfHullJunker,✴️,SelfHullJunker,➖,"SelfHullJunker, EnemyPlayer",➖,"SelfHullJunker, EnemyPlayer",➖,"SelfHullJunker, EnemyPlayer",➖,"SelfHullJunker, EnemyPlayer",➖,"SelfHullJunker, EnemyPlayer",➖,"SelfHullJunker, EnemyPlayer",➖,"SelfHullJunker, EnemyPlayer",➖,"SelfHullJunker, EnemyPlayer",➖,"SelfHullJunker, EnemyPlayer",➖,"SelfHullJunker, EnemyPlayer",➖,ApexShred,➖,ApexShred,3778774634,2100903263,306,Rare,,,SelfHullJunker,1,1,1,1,1,0.15,0.25,0.35,0.5,0.7,,
521,ALOK SAHAR,BDA,SECTION 31,ApexBarrier,"EnemyHostile, TargetNotArmada, EnemyExplorer, SelfOfficerTalNotOnBridge",CombatStart,SelfShip,Add,,Increases Apex Barrier against Explorer hostiles by X (X at rank X). -- This ability does not trigger when Tal is assigned to the bridge of your ship.,Increases Apex Barrier against Explorer hostiles by X.,"1.0, 1.0, 1.0, 1.0, 1.0","1000.0, 1200.0, 1500.0, 2000.0, 3000.0",FALSE,FALSE,➖,"EnemyHostile, EnemyExplorer, SelfOfficerTalNotOnBridge",➖,"EnemyHostile, EnemyExplorer, SelfOfficerTalNotOnBridge",✴️,"EnemyExplorer, SelfOfficerTalNotOnBridge",✴️,"EnemyExplorer, SelfOfficerTalNotOnBridge",➖,"EnemyHostile, EnemyExplorer, SelfOfficerTalNotOnBridge",✴️,"EnemyExplorer, SelfOfficerTalNotOnBridge",➖,TargetNotArmada,➖,TargetNotArmada,➖,"EnemyHostile, EnemyExplorer, SelfOfficerTalNotOnBridge",➖,TargetNotArmada,➖,"EnemyHostile, EnemyExplorer, SelfOfficerTalNotOnBridge",➖,"EnemyHostile, EnemyExplorer, SelfOfficerTalNotOnBridge",➖,ApexBarrier,➖,ApexBarrier,3098652344,2100903263,306,Rare,,,"EnemyExplorer, SelfOfficerTalNotOnBridge",1,1,1,1,1,1000,1200,1500,2000,3000,,
522,WOK CAROL,OA,WRATH OF KHAN,WokAugmentAllLootRewards,,ShipLaunched,SelfShip,MultiplyAdd,,"WOK Carol Marcus increases Common, Uncommon, Rare and Epic loot dropped by Augment Exile hostiles by X (X at rank X).",Increases Common/Uncommon/Rare/Epic loot dropped by Augment Exile hostiles by X.,"1.0, 1.0, 1.0, 1.0, 1.0","1.5, 2.0, 3.5, 5.0, 7.0",FALSE,TRUE,➖,WokAugmentAllLootRewards,➖,WokAugmentAllLootRewards,✴️,see description,➖,WokAugmentAllLootRewards,➖,WokAugmentAllLootRewards,➖,WokAugmentAllLootRewards,➖,WokAugmentAllLootRewards,➖,WokAugmentAllLootRewards,➖,WokAugmentAllLootRewards,➖,WokAugmentAllLootRewards,➖,WokAugmentAllLootRewards,➖,WokAugmentAllLootRewards,✅,,➖,WokAugmentAllLootRewards,2093942349,807303933,307,Epic,,,WokAugmentAllLootRewards,1,1,1,1,1,1.5,2,3.5,5,7,,
523,WOK CAROL,BDA,WRATH OF KHAN,ShieldMitigation,"EnemyHostile, TargetNotArmada",HullDamageTaken,SelfShip,Add,num_rounds=1,"When you take hull damage from a non-Armada hostile, WOK Carol Marcus increases your Shield Mitigation by X (X at rank X) for 1 round (cumulative). -- (Weapons with multiple shots will only trigger this ability once per attack.)","When you take hull damage from a non-Armada hostile, increase your Shield Mitigation by X for 1 round (cumulative).","1.0, 1.0, 1.0, 1.0, 1.0","0.05, 0.07, 0.1, 0.15, 0.25",FALSE,TRUE,➖,EnemyHostile,➖,EnemyHostile,✅,,✅,,➖,EnemyHostile,✅,,➖,TargetNotArmada,➖,TargetNotArmada,➖,EnemyHostile,➖,TargetNotArmada,➖,EnemyHostile,➖,EnemyHostile,➖,ShieldMitigation,➖,ShieldMitigation,1387906359,807303933,307,Epic,,,,1,1,1,1,1,0.05,0.07,0.1,0.15,0.25,,
